MFI_BRANCH_ID|ADDRESS1
ALLA0212331|RAILWAY ROAD, BELOW LIC OFFICE, MORINDA  140101
ALLA0212332|ADJACENT TO RAJEEB BHAVAN, DIRGAON, DIST GOLAGHAT, ASSAM-785614
ALLA0212333|BIKKANNAVA BLDG, NEAR KITTEL COLLEGE, PUNE BANGLORE ROAD, DHARWAD-580001
ALLA0212334|G T ROAD, OPP TLEPHONE EXCHANGE, KATHAULI,251201
ALLA0212335|BHAGPAT ROAD, MEERUT-2533001 UTTAR PRADESH
ALLA0212336|VILL-GOPALI P.O.:SALUA,DIST: WEST MIDNAPORE STATE: WEST BENGAL
ALLA0212337|SCF 22 MODEL TOWN RATIA-125051
ALLA0212338|DELHI ROAD,NEW ANAJ MANDI, SAMPLA DIST: ROHTAK-124501
ALLA0212339|WARD NO 9, RAILWAY ROAD, SAFIDON-126112
ALLA0212340|DSF 5 HUDA COMPLEX NARWANA-DIST: JIND HARYANA-126116
ALLA0212341|AMAR COLONY ,LAJPAT NAGAR, NEW DELHI-110004
ALLA0212342|ARAMBAGH,HOOGLY,WEST BENGAL
ALLA0212343|P.O.CHAMPADANGA, PIN-712401
ALLA0212344|PLOT NO-4, PANKAJ CORNER PLAZA, LOCAL SHOPPING COMPLEX, LP EXTN PATPARGANJ, DELHI -92
ALLA0212345|B1 -1-A/19 & 20 SECTOR 51, NOIDA, UTTAR PRADESH-201307 PH:0120-2482047
ALLA0212346|JABALPUR, MADHYA PRADESH
ALLA0212347|ALLAHABAD BANK, RAXAUL, MAIN ROAD(IN FRONT OF THANA), DISTT.:-EAST CHAMPARAN, BIHAR
ALLA0212348|D.B. ROAD,SAHARSA, DIST-SAHARSA(BIHAR)
ALLA0212349|PALANIAPPA BUILDING, 10/77-28, BYE PASS ROAD, HOSUR-635109
ALLA0212350|#1237, 5TH MAIN ROAD, 7TH SECTOR, HRS LAYOUT PIN 560102
ALLA0212351|PANKHA WALA BAGH, NADRAI GATE, KASGANJ, DIST. KANSIRAM NAGAR, U.P.
ALLA0212352|BADLI, CHANDIGARH
ALLA0212353|LITERACY HOUSE, KANPUR ROAD,ALAMBAG
ALLA0212354|GIDDIBAGILU ,RAILWAY STATION ROAD,BEHIND NEW BUS STAND,DEVEANAHALLI,DISTT BANGALORE RURAL,KARNATAKA 561120
ALLA0212355|12-10-97, LINGSUGAR ROAD, PARAS GARDEN, RAICHUR -584001
ALLA0212356|OPP RTC BUS STAND, UCON SHOPPY, BALLARY ROAD, KURNOOL-518004
ALLA0212357|A11 PRIDARSHNI VIHAR GROUND FLOOR, LAXMI NAGAR-110092
ALLA0212358|ZIRAKPUR, LUDHIANA, PUNJAB
ALLA0212360|SARDAR SAHAR, DIST CHURU,RAJASTHAN
ALLA0212361|KOTAKPURA ROAD, LUDHIANA.
ALLA0212362|NEAR GURUDASPUR PO,JAIL ROAD,GURUDASPUR PUNJAB 143521
ALLA0212363|SSM COLLEGE, DINANAGAR, DISTRICT GURDASPUR (PUNJAB) 143531
ALLA0212365|BANAULI,ROHTAS,BIHAR
ALLA0212366|JAC EXT. COUNTER, GYANDEEP PARISAR, BARGAWAN NAMKUM, RANCHI-834010.
ALLA0212367|DPS EXTN. COUNTER, SECTOR- IV,RANCHI
ALLA0212368|1ST FLOOR, HOTEL RIVER VIEW,NEW MARKET,DIST. RUDRAPRAYAG,UTTARAKHAND 246471
ALLA0212369|MAHARAJGANJ, JLN SMARAK PG COLLEGE CAMPUS, MAHARAJGANJ DIST MAHARAJGUNJ ,  UTTAR PRADESH
ALLA0212370|VILL PIPRAICH, P.O. PIPRAICH,DIST GORAKHPUR ( U.P.) PIN -212370
ALLA0212371|ALLAHABAD BANK, MGCGVV ,CHITRAKOOT DISTT SATNA
ALLA0212372|PANDARIA, LORMI ROAD, NEAR BUS STAND, DIST. KABIRDHAM, PIN - 491559
ALLA0212373|GANDHI DHAM, AHMEDABAD
ALLA0212374|SHOP NO 54-58 SANSKRUP SHOPPING MALL, NATIONAL HIGHWAY, OPP. TO I.TAX OFFICE, PALANPUR
ALLA0212375|KHAMMAM,ANDHRA PRADESH
ALLA0212376|CHAKDAH, CHINSURAH
ALLA0212377|NEAR BAJAJ BHAVAN, LAXMANGARD, SIKAR, RAJASTHAN PH:01573-224234
ALLA0212378|SHOP NO 1 GROUND FLOOR GORDHAN COMPLEX, BECHAR ROAD, VALSAD
ALLA0212379|AMRELI,GUJARAT
ALLA0212380|SREEDEVI COMPLEX,NEAR NEW BUS STAND,KASERGOD,KERALA
ALLA0212381|BAJAJA LANE-244715
ALLA0212382|OPP NAGAR PARISAD,GHANTAGHAR CHOWRAHA,TONK 304001
ALLA0212384|FEROZPUR, LUDHIANA,PUNJAB
ALLA0212385|TARN TARAN,AMRITSAR, PUNJAB
ALLA0212386|AMRITSAR, PUNJAB
ALLA0212387|HAMBRAN,LUDHIANA,PUNJAB
ALLA0212388|JAIPUR,RAJASTHAN
ALLA0212389|LATUR,MAHARASHTRA
ALLA0212390|AMRAVATI,MAHARASHTRA
ALLA0212391|HALOL, AHMEDABAD, GUJARAT
ALLA0212392|WALUJ,NAGPUR,MAHARASHTRA
ALLA0212393|JALNA,NAGPUR,MAHARASHTRA
ALLA0212394|PANJIM,GOA
ALLA0212395|PLOT NO. 3, GURUSWAMY NAGAR EXTENSION, MUGALIWALKAM, PORUR, CHENNAI - 600 116
ALLA0212396|NO.5, PERIYA MANIYAKARA STREET, CHENGALPATTU - 603001
ALLA0212397|64,NORTH MAIN ROAD,TIRUVARUR,  TAMILNADU
ALLA0212398|HOUSE NO.19 SHIVSHANMUGHAM PILLAI STREET ,TAMBARAM,CHENNAI-600045
ALLA0212399|153, PATHMANGAL STREET, MYLADUDURAI- 609001
ALLA0212400|PHALODI,RAJASTAN
ALLA0212401|BDS MARKET, G.T. ROAD, VILLAGE & PO BEAS, DISTRICT AMRITSAR, PIN 143201
ALLA0212402|MALOT ROAD ,NEAR GURDEEP SINGH HOSPITAL, MUKTASAR, PUNJAB
ALLA0212403|KHANNA NAWASHAHAR ROAD , SAMRALA DISTT: LUDHIANA
ALLA0212404|VILLAGE & PO SHANKAR, TEHSIL NAKODAR, DISTRICT JALANDHAR (PUNJAB) 144042
ALLA0212405|548, AZAD CHOWK, OPP. DHARMAJ POST OFFICE, DIST. ANANAD, POST DHARMAJ, PIN - 388430
ALLA0212406|SHOP NO 1-5,  NIRMAL PLAZA ,TALAJA ROAD,  NEAR SANSAKAR MANDAL,BHAVNAGAR,GUJARAT
ALLA0212407|SHOP NO.1,2,3/ RAJKAMAL ARCADE,OPPOSITE KERAL SH,OLD NH 8,GIDC ,ANKLESHWAR, GUJRAT 393002
ALLA0212408|434/1, SHANIWAR PETH,NEAR SUPER MKT,KARAD ,DISTT SATARA, MAHARASHTRA
ALLA0212409|JHARGRAM, RAGUNATHPUR, DIST:-MIDNAPORE STATE: WEST BENGAL-721507
ALLA0212410|BDS MARKET, G.T. ROAD, VILLAGE & PO BEAS, DISTRICT AMRITSAR, PIN 143201
ALLA0212411|NEAR AIR FORCE STATION, VILLAGE & PO CHOMMO, TEHSIL ADAMPUR, DISTRICT JALANDHAR, PIN 144103
ALLA0212412|NO. 98, PILLYAR KOIL STREET, JAFFERKHANPET, CHENNAI 600083
ALLA0212413|BLOCK NO 1, KALINGA COLONY, P T RAJAN SALAI, CHENNAI
ALLA0212414|NEW NO.2, OLD NO-14, SIVASUNDAR AVENUE, THIRUVANMIYUR, CHENNAI - 600041
ALLA0212415|BAMA COMPLEX, PLOT NO.3,MADIPAKKAM MAIN ROAD,RAMNAGAR, CHENNAI
ALLA0212416|KAILASH NAGAR-2,J.K.CEMENT WORKS,NIMBAHERA, DISTRICT - CHITTORGARH -312617
ALLA0212417|DSS 145-146,SECTOR 4,HUDA MARKET,DISTT -REWARI ,HARYANA 123401
ALLA0212418|VPO HARIANA, DISTRICT HOSHIARPUR (PUNJAB), PIN 144208
ALLA0212419|VPO GHOMAN, TEHSIL BATALA, DISTRICT GURDASPUR (PUNJAB), PIN 143514
ALLA0212422|DRM OFFICE,P.O. KULDIP NAGAR,DISTT AMBALA ,HARYANA 133004
ALLA0212425|COLLECTORATE CAMPUS FAIZABAD,DISTT FAIZABAD,UTTAR PRADESH
ALLA0212426|USROO,DISTT FAIZABAD,UTTAR PRADESH
ALLA0212427|PARIKRAMA ROAD,DISTT FAIZABAD,UTTAR PRADESH
ALLA0212428|FIRST FLOOR, OLD BUILDING,HAZRATGANJ ,LUCKNOW, UTTAR PRADESH
ALLA0212429|KVR TOWER SOUTH BAZAR OPP DISTT COLLECTORATE OFFICE DISTT KANNUR,KERALA 670002
ALLA0212431|CITY CENTRE ,SHOP NO: 5 TO 8,SILVASSA VAPI MAIN ROAD SILVASSA,GUJARAT, SILVASSA VAPI MAIN ROAD SILVASSA, GUJARAT
ALLA0212432|SHOP NO 3,4, NAKSHATRA 3, 150 FT RING ROAD, RAJKOT, GUJARAT
ALLA0212433|IIITD CAMPUS MEHGAWAN, DUMNA ROAD, P.O. KHAMARIA, DIST. JABALPUR, MADHYA PRADESH- 482005
ALLA0212434|JANTA VEDIC COLLEGE, GHASI RAM DWAR, BIJROL ROAD, BARAUT, DIST: BAGHPAT, UTTAR PRADESH
ALLA0212435|LALGANJ ROAD, HAJIPUR. DISTT:- VAISHALI, BIHAR
ALLA0212436|CHOUDHURY CHARAN SINGH DEGREE COLLEGE, HEBRA, U.P.
ALLA0212437|C.K.C. SENIOR SECTION CIVIL LINES,JHANSI
ALLA0212438|IDCO LTD.JAJPUR ROAD EXTENSION CTN., JAIPUR
ALLA0212439|HEAD QUARTER,NORTH EASTERN RAILWAY,GORAKHPUR
ALLA0212440|VIKAS BHAWAN,DEORIA
ALLA0212441|WESLEY BOY,P.G ROAD,SECUNDRABAD-500003
ALLA0212442|OLD LANCER ROAD ,WESLEY GIRLS DEGREE COLLEGE SECUNDERABAD,ANDHRA PRADESH
ALLA0212443|HIA,JAGDISHPUR,RAJNI VIHAR,JAIPUR-302024
ALLA0212444|SWARAJ ASHRAM,KANPUR,SARVODAY PUR,U.P
ALLA0212445|FUTURE INSTITUTE OF ENG. & MANAGEMENT, SONARPUR STATION ROAD, P.O.- R.K.PALLY, PIN-700150
ALLA0212446|GARDEN REACH SHIPBUILDERS & ENGINEERS LTD. NSD EXTENSION COUNTER, P-70, KARL MARX SARANI, KOLKATA-700043
ALLA0212447|R.N.TAGORE INTERNATIONAL INSTITUTE OF CARDIAC SCIENCES, 124, MUKUNDAPUR, KOLKATA-700 078
ALLA0212448|BKE & GIRLS HIGH SCHOOL,AMRITSAR,CHAURASI ATTARI,AMRITSAR-143001
ALLA0212449|CRPF COMPLEX EXTN. COUNTER,JALANDHAR-AMRITSAR HIGHWAY,SARAI KHAS,DIST. JALANDHAR-144008
ALLA0212450|UPADHI MAHAVIDYALAYA, PILIBHIT
ALLA0212451|RJM INTERNATIONAL, DISTT:- SAMASTIPUR, BIHAR
ALLA0212452|NITESHWAR AURVEDIC MEDICAL COLLEGE,KANHAULI
ALLA0212453|DAV PUBLIC SCHOOL ,FARIDABAD,SECTOR -14,FARIDABAD,HARYANA
ALLA0212454|MOOLCHAND HOSPITAL,MOOLCHAND FLY OVER,LAJPAT NAGAR,DELHI-24
ALLA0212455|SWAMI SHRADHANANDA COLLEGE,DELHI
ALLA0212456|AHLCON PUBLIC SCHOOL, MAYUR VIHAR, NEW DELHI
ALLA0212457|DR. JAKIR HUSSAIN HIGH SCHOOL, SULTANGANJ, PATNA-800006
ALLA0212458|LALIT NARAYAN MISHRA INSTITUTE OF ECO.DEV & SOCIAL CHANGES,1,BALLEY ROAD,NEAR PATNA HIGH COURT,BIHAR-80001
ALLA0212459|JLR PLAZA, 24 NHBC SOCIETY, NAGARBAVI MAIN ROAD,SARASWATI NAGAR, BANGALORE,KARNATAKA
ALLA0212460|55, ISHWAR NAGAR OPP NEW FRIENDS COLONY,HATHWA ROAD ,NEW DELHI
ALLA0212461|MUKUND 10-1-78, KANKA DAS ROAD,UDUPI,KARNATAKA 576101
ALLA0212462|SHOP NO.2 CP-1, SECTOR-8,IMT, MANESAR,DIST GURGAON, HARYANA
ALLA0212463|RATNABANDHA ROAD, OPPOSITE PWD GUEST HOUSE, DHAMTARI, CHHATTISGARH 493773
ALLA0212464|90/09, MADHYAM MARG, MANSAROVAR, JAIPUR, RAJASTHAN 302020
ALLA0212465|38 VEER PARK ROAD,NEEMUCH,MADHYA PRADESH 458110
ALLA0212466|TIRUPATI PLAZA STATION RD,MANDSAUR,,MADHYA PRADESH 458001
ALLA0212467|NH 21. VILLAGE: DELSER MAJRA, KHARAR, DIST: MOHALI, PUNJAB 140301
ALLA0212468|SEEMA KAHTRI,C/O OM PRAKASH KHATRI, MAHATMA GHANDI ROAD, NEAR MENCA CINEMA, LOHARDAGA-835302
ALLA0212469|SANJAY JAISWAL C/O S.K. STORES, HOLDING NO-38, MAIN ROAD,KHUNTI-835201
ALLA0212470|ASN SENIOR SEC SCHOOL, MAYUR VIHAR PHASE I, NEW DELHI
ALLA0212471|LAXMAN PUBLIC SCHOOL, HAUZ KHAS ENCLAVE, NEW DELHI
ALLA0212472|PO- MIHIJAM,DIST - JAMTARA
ALLA0212473|SEVEN HILLS HOSPITAL,NEAR MAROL MAROSHI BUS DEPOT,ANDHERI EAST, MUMBAI 400059
ALLA0212474|GACHIBOWLI MAIN ROAD,HYDERABAD,ANDHRA PRADESH 500032
ALLA0212475|MIG 11, SUNDAY MARKET, SANGAREDDY,502001
ALLA0212476|KICCHA ROAD, NEAR BSNL OFFICE, SITARGANJ, DIST: UTTARAKHAND PIN:262405
ALLA0212477|GURU AGAD DEV COMPLEX, HALDWANI ROAD, RUDRAPUR, DIST: US NAGAR, UTTARAKHAND, PIN263153
ALLA0212478|SHOP NO. 26,27,28, NINEX CIT MART, SOHNA ROAD GURGAON -122001
ALLA0212479|NEAR BUS STAND, FEROZEPUR ROAD , ZIRA,DISTRICT FEROZEPUR ,PIN: 142 047, PUNJAB
ALLA0212480|372, GRAIN MARKET, PHILLAUR ,DISTRICT JALANDHAR ,PIN: 144 410 ,PUNJAB
ALLA0212481|NEAR BUS STAND, GT ROAD, MUKERIAN, DISTRICT GURDASPUR (PUNJAB) 144211
ALLA0212482|BDA NICCO PARK, LAKE ROAD, MADHUSUDAN NAGAR, UNIT-4, BHUBANESWAR, KHURDA
ALLA0212483|HOTEL MAYFAIR LAGOON, 8/B, JAYDEV VIHAR, BHUBANESWAR, KHURDA
ALLA0212484|BHADRAK COLLEGE, BHADRAK, ORISSA
ALLA0212485|PARADEEP PORT TRUST, CENTRAL DOCUMENTATION CENTER, PARADEEP
ALLA0212486|ALLAHABAD BANK, MUNGER BRANCH, RAMPUR BHIKHARI NEELAM ROAD, MUNGER, BIHAR, PIN:811201
ALLA0212487|NEAR JULLIAN DAY SCHOOL, A-10, KALYANI, DIST- NADIA, WEST BENGAL
ALLA0212488|KHARBANDI, VILL & PO: KHARBANDI, DIST:-MIDNAPORE STATE: WEST BENGAL
ALLA0212489|MANGALYA SQUARE, SHOP NO. 1 & 2, OPP. SARASWATI PRATHAMIK SCHOOL, MANINAGAR CHAR RASTA, MANINAGAR, AHMEDABAD-380008
ALLA0212490|S A ENGG. COLLEGE, VEERARAGHAVAPURAM, TIRUVERKADU, CHENNAI - 600077
ALLA0212491|JHEEL MEEL, HM BLOCK, SECTOR IV, KOLKATA 700016
ALLA0212492|BIRLA INSTITUTE OF MEDICAL RESEARCH, SURYA MANDIR ROAD,GOLA KA MANDIR,GWALIOR,474006,
ALLA0212493|AMOUSI AIRPORT, KANPUR ROAD, LUCKNOW
ALLA0212494|NAVI ULLAH ROAD. OPP. BUDDHA PARK, LUCKNOW
ALLA0212495|VIKAS BHAWAN, SULTANPUR
ALLA0212496|WYNBERG ALLEN SCHOOL, BALAHISSAR,MUSSOORIE,UTTARAKHAND 248179
ALLA0212497|HEWITT MUSLIM INTER COLLEGE, MORADABAD  PIN 243001
ALLA0212498|PO-BAGHLA DEGREE COLLEGE HATHRAS  204101
ALLA0212499|VIKAS BHAVAN, GONDA-271001
ALLA0212500|KRISHI UTPADAN MANDI SAMITI CAMPUS, BALRAMPUR, U P
ALLA0212501|GALAXY COMPLEX, SHOP NO. 2 & 3, NEAR RAM CHOWK, SANALA ROAD, DIST. RAJKOT, MORBI-363641
ALLA0212502|17, PROFESSOR COLONY, WADHWANI CHAMBER BHANWARKUAN ROAD,INDORE,452001,
ALLA0212503|372, NEAR BY KULKULA MATA MANDIR, ENGLISHPURA,SEHORE,466001,
ALLA0212504|D P ROAD,AUNDH, NEAR MEDIPOINT HOSPITAL, SHOP NO 123, DIST: PUNE, MAHARASHTRA, PIN:411007
ALLA0212505|T L ROAD JUNCTION, EMPEROR SQUARE, BABHAJI JUNCTION, BORIVALI (WEST), MUMBAI- 400092
ALLA0212506|9/1485, KAV CENTRAL, CHANDRA NAGAR, PALKKAD, KERALA 678007
ALLA0212507|CENTER POINT, M G ROAD, NEAR THRISSUR CENTER, THRISSUR, KERALA 680004
ALLA0212508|NEAR RAGHUNATHGANJ BUS STAND, DIST-MURISHABAD, WEST BENGAL
ALLA0212509|ALLAHABAD BANK,VIKAS BHAWAN,LAKHIMPUR,KHERI ROAD,DISTT:-LAKHIMPUR KHERI,PIN:262701
ALLA0212510|VIKAS BHAVAN, SHRAVASTI ROAD, BALRAMPUR
ALLA0212511|MEHAM GATE, NEAR CHUG HOSPITAL, CIRCULAR ROAD, BHIWANI, HARYANA 127021
ALLA0212512|SRINAGAR COLONY, JAGADHARI BUS STAND CHOWK, JAGADHARI, DIST, YAMUNA NAGAR, HARYANA - 135003
ALLA0212513|VILLAGE:BIRTA, PO: KANGRA, HIMACHAL PRADESH, PIN:176001
ALLA0212514|SCO NO:128,SEC-25, PANCHKULA, HARYANA, PIN: 134116
ALLA0212515|ADMINISTARATION BLDG., JALGAON SHAR MAHANAGAR PALIKA, JALGAON - 425 001
ALLA0212516|MPSP COLLEGE OF COMMERCE AND SCIENCE BANDRA(E)
ALLA0212517|ALLAHABAD BANK, KALWA, NEAR GANESH GATE, THANE BELAPUR ROAD, KALWA, DIST: THANE, PIN: 400605
ALLA0212518|B.D.CHANDIWALA ESTATE, MAA ANANDMAI MARG,KALKAJI, NEW DELHI-19
ALLA0212519|21/3 MAIN MATHURA ROAD, NEAR ISHWAR GARDEN, BALLABHGARH, DISTT. FARIDABAD-121004
ALLA0212520|H. NO. 53, SECT:12B, OPP MANISH CHAMBERS 1-2-3-4, DWARKA, NEW DELHI-110075
ALLA0212521|NH 52 A, SECTOR E, NEAR MLA COTTAGE, DIST: PAPUMPARE, ITANAGAR, ARUNACHAL PRADESH, PIN: 791111
ALLA0212522|22, ESARES BUILDING, 80 FEET ROAD, KORAMANGALA, BANGALORE- 560034, KARNATAKA
ALLA0212523|VILL: BABALPUR, BLOCK-MAHISADAL-1 P.O.: SULOCHANA DIST-MIDNAPORE STATE: WEST BEBGAL
ALLA0212524|SEMILIGUDA COLLEGE, PO-SEMILIGUDA, KORAPUT
ALLA0212525|ALLAHABAD BANK, PO: GANGA NAGAR, PS:AIRPORT, DIST. NORTH 24PGS, WEST BENGAL, PIN:700132
ALLA0212526|ALLAHABAD BANK, G.T.ROAD, NEAR SAROHA PROPERTIES, KUNDLI, HARYANA, PIN-131028
ALLA0212527|RNYC TOWER, SHOP NO 2&3, SOUTH CITY I, GURGAON - 122001
ALLA0212528|ALLAHABAD BANK,COURT ROAD, NARNAUL, DISTT. MAHENDERGARH , HARYANA-123001
ALLA0212529|COLLECTORATE EXTENSION COUNTER, PREMISES OF COLLECTORATE, GONDA U P-271001
ALLA0212530|ADMINISTRATIVE BUILDING, AGCL, TIPLING ROAD, P.O.:DULIAJAN, DIST.:DIBRUGARH, PIN:786602, STATE:ASSAM.
ALLA0212531|ALLAHABAD BANK, IT PARK BRANCH,  DO BACCHI, SAHATRADHARA ROAD, DEHRADUN 248001
ALLA0212532|FEROZEPUR-FAZILKA ROAD, NEAR BUS STAND, JALALABAD, DISTRICT FEROZEPUR (PUNJAB) 152024
ALLA0212533|ABHI COMPLEX, NEAR BJP OFFICE, S.P.CIRCLE,BELLARY 583101,KARNATAKA
ALLA0212534|MAIN ROAD, LATEHAR, DIST/P.O-LATEHAR,JHARKHAND
ALLA0212535|JHARKHAND ARMED POLICE -2 ,TATISILWAI
ALLA0212536|RCH VACCINE OFFICE, NEAR LAC RESARCH INSTITUTE, NAMKUM
ALLA0212537|DELHI GATE SANJAY PLACE  AGRA, 282002,UP
ALLA0212538|VPO- RUNUKTA,  NH-2 AGRA DELHI ROAD, DISTT- AGRA, 282007, UP
ALLA0212539|VIL- KALAL KHERIYA, AGRA FATEHABAD ROAD, TEHSIL- SADAR, BLOCK-BAROLIAHIR, DISTT- AGRA , 282006, UP
ALLA0212540|SHOP NO 11 & 12, CHAND MARKET , MANJHANPUR , DISTT KAUSHAMBHI-212207
ALLA0212541|SHOP NO 001, SUMAN RESIDENCY,  OPP ST JOAQUIM CHAPEL, MARGAO GOA 403601
ALLA0212542|SHOP NO 06 TO 09, FERRAO MANOR, KAZOPADA , PONDA, 403401
ALLA0212543|HOMAGE BHAVAN,RICHMOND TOWN, BABHOLA NAKA, VASAI
ALLA0212544|PO- MANIGRAHI,BLOCK - SARWANA DIST - DEOGHAR
ALLA0212545|PO-DUMKA, DIST - DUMKA
ALLA0212546|A-7, NIRWANA APPTT,GROUND FLOOR, DELHI-30
ALLA0212547|136, DR. RAJKUMAR ROAD,1ST BLOCK,RAJAJINAGAR, BANGALORE-560010
ALLA0212548|B.V.V.SANGHA PREMISES, OPP. CIT BUS STAND, BAGALKOT - 587101
ALLA0212549|ALLAHABAD BANK,KHAIRA VILLAGE NEAR BUS STOP , NEW DELHI - 110043
ALLA0212550|ALLAHABAD BANK SHOP NO 3 &4 ,KHANEKAR COMPLEX,SHIVAJI CHOWK,HINJEWADI,TAL MULSHI DIST-PUNE 411057
ALLA0212551|CHADHA SUGAR & INDUSTRIES LTD., DHAN LAXMI ESTATE, KIRI AFGNA, TEHSIL BATALA, DISTRICT GURDASPUR (PUNJAB), PIN 143 527
ALLA0212552|OPPOSITE HAR MILAP FILLING STATION, SAMRALA ROAD, MACHIWARA, DISTRICT LUDHIANA (PUNJAB), PIN 141 115
ALLA0212553|OPPOSITE C.I. STAFF QUARTERS, NEAR MANDI OFFICE, NARWANA ROAD, PATRAN, DISTRICT PATIALA (PUNJAB), PIN 147 105
ALLA0212554|VILLAGE DAUALATABAD, NEAR GOVT SENIOR SECONDARY SCHOOL.-GURGAON
ALLA0212555|GOLD FIELD EDUCATIONAL CAMPUS, VILLAGE CHHAINSA, TEHSIL BALLADGARH, DIST. FARIDABAD, HARYANA.
ALLA0212556|VILL. ISWARIPUR, PO SURYAPUR, PS KHARDAH, DIST. 24 PARGANAS (NORTH), WEST BENGAL
ALLA0212557|VILL-SHASAN, PO: BARUIPUR, NEAR SHASAN RAILWAY STATION, DIST-SOUTH 24 PARGANAS, WEST BENGAL PIN- 700144
ALLA0212558|ALLAHABD BANK , SHOP NO 179, NEW GRAIN MARKET, GHARONDA, DISTT KARNAL, HARYANA-132114
ALLA0212559|ALLAHABAD BANK , H.NO 114/12, RAMNAGAR MANDI, HIMACHAL PRADESH -175001
ALLA0212560|VILL-BISHANPUR MAWAIYA, PO-BISHUNPUR, BLOCK KORHA, DIST-KATIHAR, STATE-BIHAR, PIN-854115
ALLA0212561|ALLAHABAD BANK,REGAL PALACE,GALI NO. 5, MAIN ROAD,JAGATPUR,P.O-BURARI,DELHI
ALLA0212562|KUNNITHOTTAHIL TOWER, RING ROAD, ST PETERS JUNCTION, PATHANANTHITTA,KERELA-689648
ALLA0212563|KARKALA BRANCH, ALLAHABAD BANK,DARBAR BUILDING,SALMAR ROAD, KARKALA, KARNATAKA-574104
ALLA0212564|ALLAHABAD BANK, C/O BALARAM HANUMANDAS CHARITABLE TRUST, MANGAL MARKET BUS STAND, BAHAL, DISTT. BHIWANI, HARYANA- 127028
ALLA0212565|PLOT NO.1, KHASRA NO. 31/20,MATIYALA, DELHI PIN-110059
ALLA0212566|OPP. RAJIV BHAVAN, CHRISTINA BASTI, G.S. ROAD, GUWAHATI, ASSAM, PIN: 781005
ALLA0212567|MAHATMA PHULE ROAD, PRIYADARSHANI APARTMENT, DOMBIVALI (WEST) - 421202
ALLA0212568|ALLAHABAD BANK, SCO NO. 50-51, GRAND PLAZA, NEAR HOTEL YAMINI, PALAMPUR, DISTT-KANGRA(H.P.), PIN : 176061
ALLA0212569|VILL & PO-BHARATKHAND, VIA-NARAYANPUR, DIST- KHAGARIA, STATE-BIHAR, PIN-853203
ALLA0212570|SCF-293, MOTOR MARKET, MANIMAJRA, CHANDIGARH, PIN-160101
ALLA0212571|BYE PASS, MAIN SOHNA ROAD, SOHNA - 122 103. DIST GURGAON
ALLA0212572|391/1 ACHARYAPURI, GURGAON - 122001
ALLA0212573|SHOP NO.22, NEAR GRAIN MARKET, NILOKHERI, DISTT KARNAL, HARYNA PIN-132117
ALLA0212574|ALLAHABAD BANK, BEENA ROAD, ANPARA, DISTRICT- SONEBHADRA (UP)- 231225
ALLA0212575|SCO NO. 327, SECTOR-40 D, CHANDIGARH,PIN-160036
ALLA0212576|SHOP NO.1, CHAPPEL AVENUE PREMISES, CO. SO. LTD. CHAPPEL ROAD, BANDRA(W)-400050
ALLA0212577|VILL & PO-DHARAMPUR, VIA- RAMPUR HARI, DISTT- MUZAFFARPUR, PIN- 843117
ALLA0212578|VILL-MADHAUL, PO-  SUSTA MADHOPUR, DISTT- MUZAFFARPUR, PIN - 842002
ALLA0212579|VILL-JAMUI, TEHSIL-MARIHAN, DISTRICT-MIRZAPUR(U.P)
ALLA0212580|VILL-LACHHA PATTI, POST-BEERSHAHPUR, DISTRICT- MIRZAPUR(U.P), PIN CODE-231001
ALLA0212581|SCO 10-11, MODERN VALLEY, CHANDIGARH ROAD, FATEHGARH SAHIB (PUNJAB) PIN - 140406
ALLA0212582|NEAR SWAGHAT REGENCY,CHANDIGARH AMBALA HIGHWAY, DERA BASI,DIST - MOHALI (PUNJAB)   PIN - 140507
ALLA0212583|NEAR OLD BUS STAND, NEAR STATE BANK OF PATIALA, PRATAP COLONY SAMANA DISTT PATIALA 147101
ALLA0212584|M K BYE PASS, NEAR HARYALI KISSAN BAZAR DHURI DISTT SANGRUR (PUNJAB) 148024
ALLA0212585|GURDWARA BER SAHIB ROAD, GILL MARKET, SULTANPUR LODHI DISTT KAPURTHALA (PUNJAB) 144626
ALLA0212586|AXIS UNIVERSITY CAMPUS, HATHIPUR, MAHARAJPUR, KANPUR NAGAR UP, PIN-209402
ALLA0212587|P-9, COMMAND HOSPITAL COMPLEX, II LINES, ALIPORE,KOLKATA -700027
ALLA0212588|S.F.NO.287/1, SITRA ROAD, KALAPATTI, COIMBATORE. PIN - 641305
ALLA0212589|PTC CHOWK, UMASHANKAR BAZAR, AT/PO:TURANGA, DIST:ANUGUL PIN:759123
ALLA0212590|VILL KHURIGACHI, PO: SONARPUR, DIST-SOUTH 24 PARGANAS, WEST BENGAL, PIN- 700150
ALLA0212591|ALLAHABAD BANK, 1214/3 WARD NO. 4, RAILWAY ROAD, NEAR OLD BUS STAND, SAMALKHA,HARYANA PIN-132101
ALLA0212592|ALLAHABAD BANK, 2162/1/1 JAVAD MORVAN ROAD, OPPOSITE NAGARPALIKA, TEHSIL JAVAD, DISTRICT NEEMUCH
ALLA0212593|NEAR BUS STAND VPO KERA KHERA DISTT FAZILKA (PUNJAB) 152117
